chr,start,stop,ID
chr4,3430240,3431363,Mp4g03000
chr4,3433296,3435099,Mp4g03010
chr4,3463294,3466100,Mp4g03020
chr4,3533586,3534515,Mp4g03030
chr4,3536198,3544649,Mp4g03040
chr4,3551348,3554112,Mp4g03050
chr4,3588954,3594833,Mp4g03060
chr4,3594076,3594148,Mp4g03065a
chr4,3597597,3598812,Mp4g03070
chr4,3599141,3600788,Mp4g03080
chr4,3601383,3602910,Mp4g03090
chr4,3618569,3619003,Mp4g03100
chr4,3622553,3629741,Mp4g03110
chr4,3631706,3634748,Mp4g03120
chr4,3657106,3657403,Mp4g03130
chr4,3672273,3677729,Mp4g03160
chr4,3680706,3682166,Mp4g03190
chr4,3698160,3701604,Mp4g03230
chr4,3700257,3701844,Mp4g03240
chr4,3702848,3705122,Mp4g03260
chr4,3732863,3734353,Mp4g03280
chr4,3772168,3772584,Mp4g03310
chr4,3782582,3784960,Mp4g03320
chr4,3807419,3813805,Mp4g03330
chr4,3850734,3852457,Mp4g03340
chr4,3852488,3854143,Mp4g03350
chr4,3854833,3855585,Mp4g03360
chr4,3907150,3910594,Mp4g03370
chr4,3916764,3920139,Mp4g03380
chr4,3936971,3939434,Mp4g03390
chr4,3938809,3944189,Mp4g03400
chr4,3946334,3947895,Mp4g03410
chr4,3953456,3955692,Mp4g03420
chr4,3955896,3957793,Mp4g03430
chr4,3959809,3964082,Mp4g03440
chr4,3980090,3985290,Mp4g03450
chr4,3986174,3989205,Mp4g03460
chr4,3990348,3994308,Mp4g03470
chr4,3994646,4005370,Mp4g03480
chr4,4005718,4006804,Mp4g03490
chr4,4015750,4017956,Mp4g03500
chr4,4030775,4032385,Mp4g03510
chr4,4033679,4036402,Mp4g03520
chr4,4037004,4042475,Mp4g03530
chr4,4040598,4042198,Mp4g03540
chr4,4061315,4062807,Mp4g03550
chr4,4065025,4065141,Mp4g03555
chr4,4073703,4075508,Mp4g03560
chr4,4077325,4081318,Mp4g03570
chr4,4092726,4094586,Mp4g03580
chr4,4096636,4099126,Mp4g03590
chr4,4099468,4103123,Mp4g03600
chr4,4108462,4118035,Mp4g03610
chr4,4135422,4138442,Mp4g03620
chr4,4140252,4140337,Mp4g03625a
chr4,4148294,4148912,Mp4g03630
chr4,4158804,4160789,Mp4g03640
chr4,4162393,4162882,Mp4g03650
chr4,4169115,4172813,Mp4g03660
chr4,4182044,4183498,Mp4g03670
chr4,4217077,4218392,Mp4g03680
chr4,4225440,4227050,Mp4g03690
chr4,4237707,4238843,Mp4g03700
chr4,4244857,4249101,Mp4g03710
chr4,4254538,4259457,Mp4g03720
chr4,4260384,4262469,Mp4g03730
chr4,4263813,4270262,Mp4g03740
chr4,4271212,4272786,Mp4g03750
chr4,4273485,4277972,Mp4g03760
chr4,4280126,4283089,Mp4g03770
chr4,4331409,4335254,Mp4g03780
chr4,4359607,4361039,Mp4g03800
chr4,4364957,4365643,Mp4g03810
chr4,4374504,4375894,Mp4g03820
chr4,4378644,4380465,Mp4g03830
chr4,4379528,4382475,Mp4g03840
chr4,4389813,4399961,Mp4g03850
chr4,4414959,4418166,Mp4g03860
chr4,4418167,4424544,Mp4g03870
chr4,4424530,4427322,Mp4g03880
chr4,4429330,4433293,Mp4g03890
chr4,4459941,4475293,Mp4g03900
chr4,4475439,4479055,Mp4g03920
chr4,4479836,4482477,Mp4g03930
chr4,4484903,4488445,Mp4g03940
chr4,4491437,4495410,Mp4g03950
chr4,4535304,4536911,Mp4g03970
chr4,4536912,4537937,Mp4g03980
chr4,4539607,4543305,Mp4g03990
chr4,4547455,4552065,Mp4g04000
chr4,4552665,4554662,Mp4g04010
chr4,4555436,4573141,Mp4g04020
chr4,4573619,4576328,Mp4g04030
chr4,4576795,4583067,Mp4g04040
chr4,4582927,4583631,Mp4g04050
chr4,4588025,4592126,Mp4g04060
chr4,4593372,4595122,Mp4g04070
chr4,4597538,4601363,Mp4g04080
chr4,4604883,4610827,Mp4g04090
chr4,4615886,4617049,Mp4g04100
chr4,4623970,4628106,Mp4g04110
chr4,4630115,4631506,Mp4g04120
chr4,4643790,4647241,Mp4g04130
chr4,4648993,4651323,Mp4g04140
chr4,4650194,4661574,Mp4g04150
chr4,4661567,4663370,Mp4g04160
chr4,4662629,4663720,Mp4g04165
chr4,4667999,4669271,Mp4g04170
chr4,4682433,4684687,Mp4g04180
chr4,4695345,4696870,Mp4g04190
chr4,4700960,4707244,Mp4g04200
chr4,4714887,4716950,Mp4g04210
chr4,4717031,4717746,Mp4g04220
chr4,4718679,4721758,Mp4g04230
chr4,4735654,4737796,Mp4g04240
chr4,4751214,4752563,Mp4g04250
chr4,4754728,4759290,Mp4g04260
chr4,4763773,4768950,Mp4g04270
chr4,4772578,4780543,Mp4g04280
chr4,4781954,4786319,Mp4g04290
chr4,4784656,4784728,Mp4g04293a
chr4,4788304,4788377,Mp4g04293b
chr4,4788707,4788778,Mp4g04293c
chr4,4789263,4789502,Mp4g04295
chr4,4789486,4791499,Mp4g04300
chr4,4792815,4799241,Mp4g04310
chr4,4801275,4804010,Mp4g04320
chr4,4804247,4806693,Mp4g04330
chr4,4809138,4812237,Mp4g04340
chr4,4812238,4815505,Mp4g04350
chr4,4819132,4825415,Mp4g04360
chr4,4825102,4826218,Mp4g04370
chr4,4832067,4835991,Mp4g04380
chr4,4837131,4841209,Mp4g04390
chr4,4850377,4854815,Mp4g04400
chr4,4865421,4869772,Mp4g04410
chr4,4904421,4917442,Mp4g04420
chr4,4918754,4920938,Mp4g04430
chr4,4936009,4938761,Mp4g04440
chr4,4965047,4969712,Mp4g04450
chr4,4974304,4977160,Mp4g04460
chr4,5002170,5003860,Mp4g04470
chr4,5064515,5073835,Mp4g04480
chr4,5076203,5077662,Mp4g04490
chr4,5082614,5087541,Mp4g04500
chr4,5086870,5087944,Mp4g04510
chr4,5091606,5098205,Mp4g04520
chr4,5103503,5108701,Mp4g04530
chr4,5111379,5114952,Mp4g04540
chr4,5114164,5116180,Mp4g04550
chr4,5119353,5126896,Mp4g04560
chr4,5127621,5129267,Mp4g04570
chr4,5132358,5136460,Mp4g04580
chr4,5137082,5138242,Mp4g04590
chr4,5147213,5149974,Mp4g04600
chr4,5157265,5159131,Mp4g04610
chr4,5171546,5177146,Mp4g04620
chr4,5183779,5185882,Mp4g04630
chr4,5186714,5188020,Mp4g04640
chr4,5188673,5190773,Mp4g04650
chr4,5197510,5200699,Mp4g04660
chr4,5210348,5211827,Mp4g04670
chr4,5223669,5226144,Mp4g04680
chr4,5240924,5242018,Mp4g04690
chr4,5246844,5247801,Mp4g04700
chr4,5253313,5255611,Mp4g04710
chr4,5254336,5255611,Mp4g04720
chr4,5258732,5261437,Mp4g04730
chr4,5296909,5299518,Mp4g04740
chr4,5326305,5333622,Mp4g04760
chr4,5365458,5367713,Mp4g04770
chr4,5398505,5400633,Mp4g04780
chr4,5406859,5409977,Mp4g04790
chr4,5416392,5417263,Mp4g04800
chr4,5417376,5417447,Mp4g04805a
chr4,5421314,5428801,Mp4g04810
chr4,5474097,5479001,Mp4g04820
chr4,5481359,5482837,Mp4g04830
chr4,5499555,5499791,Mp4g04840
chr4,5523899,5532353,Mp4g04850
chr4,5552622,5556544,Mp4g04860
chr4,5558771,5563888,Mp4g04870
chr4,5566946,5568371,Mp4g04880
chr4,5568420,5570687,Mp4g04890
chr4,5576808,5582065,Mp4g04900
chr4,5601281,5606206,Mp4g04910
chr4,5618284,5623861,Mp4g04920
chr4,5624058,5626904,Mp4g04930
chr4,5634362,5637549,Mp4g04940
chr4,5676155,5682861,Mp4g04950
chr4,5686069,5687901,Mp4g04960
chr4,5688626,5690380,Mp4g04970
chr4,5705958,5708263,Mp4g04980
chr4,5761934,5764049,Mp4g04990
chr4,5766049,5768137,Mp4g05000
chr4,5793323,5796130,Mp4g05010
chr4,5809339,5811923,Mp4g05020
chr4,5814997,5816682,Mp4g05030
chr4,5817451,5819528,Mp4g05040
chr4,5829167,5830245,Mp4g05050
chr4,5831843,5836486,Mp4g05060
chr4,5840066,5843158,Mp4g05070
chr4,5846013,5852648,Mp4g05080
chr4,5852552,5853199,Mp4g05090
chr4,5865097,5877951,Mp4g05100
chr4,5878123,5879411,Mp4g05110
chr4,5882520,5883380,Mp4g05120
chr4,5885892,5888326,Mp4g05130
chr4,5894199,5904401,Mp4g05140
chr4,5907989,5910267,Mp4g05150
chr4,5912761,5917501,Mp4g05160
chr4,5923248,5924402,Mp4g05170
chr4,5929426,5931253,Mp4g05180
chr4,5935411,5937343,Mp4g05190
chr4,5944698,5947519,Mp4g05200
chr4,5947486,5949521,Mp4g05210
chr4,5961605,5963511,Mp4g05230
chr4,5966593,5967941,Mp4g05240
chr4,5971726,5973936,Mp4g05250
chr4,5979772,5981035,Mp4g05260
chr4,5983439,5985395,Mp4g05270
chr4,5984632,5986032,Mp4g05280
chr4,5987885,5989785,Mp4g05290
chr4,5991950,5995830,Mp4g05300
chr4,5996365,5998601,Mp4g05310
chr4,6005127,6009623,Mp4g05320
chr4,6012709,6013683,Mp4g05340
chr4,6033399,6037112,Mp4g05350
chr4,6045422,6050588,Mp4g05360
chr4,6067154,6071994,Mp4g05370
chr4,6184511,6187668,Mp4g05380
chr4,6199284,6200364,Mp4g05390
chr4,6200631,6215609,Mp4g05400
chr4,6210363,6211724,Mp4g05410
chr4,6219352,6220416,Mp4g05420
chr4,6223732,6226250,Mp4g05430
chr4,6227903,6232021,Mp4g05440
chr4,6233419,6236011,Mp4g05450
chr4,6242152,6244196,Mp4g05460
chr4,6250498,6254690,Mp4g05470
chr4,6253767,6253842,Mp4g05475
chr4,6280364,6282048,Mp4g05480
chr4,6284036,6293550,Mp4g05490
chr4,6296493,6299016,Mp4g05500
chr4,6300923,6300994,Mp4g05505a
chr4,6301584,6304492,Mp4g05510
chr4,6310818,6315781,Mp4g05520
chr4,6316945,6317274,Mp4g05530
chr4,6319206,6320014,Mp4g05540
chr4,6325377,6327227,Mp4g05550
chr4,6327320,6334988,Mp4g05560
chr4,6337328,6338476,Mp4g05570
chr4,6347375,6353553,Mp4g05580
chr4,6362305,6371621,Mp4g05600
chr4,6409335,6410687,Mp4g05610
chr4,6413962,6415241,Mp4g05620
chr4,6415309,6415770,Mp4g05630
chr4,6419990,6421410,Mp4g05640
chr4,6460252,6463254,Mp4g05650
chr4,6479254,6480324,Mp4g05660
chr4,6492381,6493039,Mp4g05670
chr4,6495177,6497656,Mp4g05680
chr4,6497018,6511097,Mp4g05690
chr4,6501374,6503870,Mp4g05700
chr4,6517497,6520515,Mp4g05710
chr4,6532862,6533541,Mp4g05720
chr4,6536072,6536998,Mp4g05730
chr4,6537429,6538278,Mp4g05740
chr4,6540823,6542136,Mp4g05750
chr4,6544156,6545403,Mp4g05760
chr4,6546698,6547812,Mp4g05770
chr4,6555031,6559955,Mp4g05780
chr4,6561032,6564211,Mp4g05790
chr4,6562920,6567854,Mp4g05800
chr4,6577410,6579314,Mp4g05810
chr4,6581212,6585481,Mp4g05820
chr4,6596066,6598039,Mp4g05830
chr4,6605981,6612459,Mp4g05840
chr4,6618408,6621688,Mp4g05850
chr4,6627501,6628973,Mp4g05860
chr4,6637544,6642070,Mp4g05880
chr4,6643428,6646972,Mp4g05890
chr4,6657749,6659964,Mp4g05900
chr4,6680348,6682081,Mp4g05910
chr4,6689605,6689898,Mp4g05920
chr4,6699698,6701755,Mp4g05930
chr4,6710644,6713381,Mp4g05940
chr4,6721863,6723518,Mp4g05950
chr4,6726275,6727488,Mp4g05960
chr4,6729570,6730934,Mp4g05970
chr4,6732682,6733929,Mp4g05980
chr4,6734819,6736134,Mp4g05990
chr4,6737482,6738062,Mp4g06000
chr4,6744020,6744091,Mp4g06005a
chr4,6745831,6747075,Mp4g06010
chr4,6748230,6749615,Mp4g06020
chr4,6751662,6752941,Mp4g06030
chr4,6754217,6755512,Mp4g06040
chr4,6760515,6761905,Mp4g06050
chr4,6763060,6767062,Mp4g06060
chr4,6770767,6773627,Mp4g06070
chr4,6773457,6774271,Mp4g06080
chr4,6784431,6785714,Mp4g06090
chr4,6785722,6789072,Mp4g06100
chr4,6791724,6794235,Mp4g06110
chr4,6798567,6800562,Mp4g06120
chr4,6801018,6804077,Mp4g06130
chr4,6805201,6807002,Mp4g06140
chr4,6812650,6814384,Mp4g06150
chr4,6816025,6821526,Mp4g06160
chr4,6851729,6857633,Mp4g06170
chr4,6876023,6879273,Mp4g06180
chr4,6878495,6890131,Mp4g06190
chr4,6901294,6908178,Mp4g06200
chr4,6936598,6938754,Mp4g06210
chr4,6942212,6951752,Mp4g06220
chr4,6954457,6957054,Mp4g06230
chr4,6957712,6961913,Mp4g06240
chr4,6964811,6971433,Mp4g06250
chr4,6974183,6975375,Mp4g06260
chr4,6979708,6980183,Mp4g06270
chr4,6980665,6985222,Mp4g06280
chr4,6990395,6992013,Mp4g06290
chr4,6996265,7003425,Mp4g06300
chr4,7019706,7023212,Mp4g06310
chr4,7026375,7036543,Mp4g06320
chr4,7048436,7054298,Mp4g06330
chr4,7054469,7058025,Mp4g06340
chr4,7064378,7067055,Mp4g06350
chr4,7077773,7081600,Mp4g06360
chr4,7083371,7087505,Mp4g06370
chr4,7090158,7094043,Mp4g06380
chr4,7103110,7104084,Mp4g06390
chr4,7105039,7107676,Mp4g06400
chr4,7115025,7115110,Mp4g06403
chr4,7115428,7115616,Mp4g06407
chr4,7226864,7227808,Mp4g06430
chr4,7260712,7264712,Mp4g06440
chr4,7265858,7271528,Mp4g06450
chr4,7273753,7274958,Mp4g06460
chr4,7276127,7284033,Mp4g06470
chr4,7289769,7293499,Mp4g06480
chr4,7293425,7298317,Mp4g06490
chr4,7316198,7317576,Mp4g06500
chr4,7321985,7334261,Mp4g06510
chr4,7334415,7335576,Mp4g06520
chr4,7341515,7344961,Mp4g06530
chr4,7345785,7345856,Mp4g06535a
chr4,7346700,7346770,Mp4g06535b
chr4,7390902,7393672,Mp4g06550
chr4,7467953,7471692,Mp4g06560
chr4,7505245,7510748,Mp4g06570
chr4,7532624,7537111,Mp4g06580
chr4,7538358,7538887,Mp4g06590
chr4,7540168,7545062,Mp4g06600
chr4,7556409,7566552,Mp4g06610
chr4,7573164,7574667,Mp4g06620
chr4,7576929,7578952,Mp4g06630
chr4,7590942,7594611,Mp4g06640
chr4,7598764,7598837,Mp4g06645a
chr4,7599437,7608616,Mp4g06650
chr4,7611412,7614741,Mp4g06660
chr4,7632316,7642396,Mp4g06670
chr4,7642863,7645549,Mp4g06680
chr4,7661236,7662629,Mp4g06690
chr4,7663332,7665003,Mp4g06700
chr4,7665738,7672028,Mp4g06710
chr4,7674609,7685625,Mp4g06720
chr4,7687883,7691398,Mp4g06730
chr4,7693570,7698179,Mp4g06740
chr4,7717938,7726121,Mp4g06750
chr4,7729186,7733761,Mp4g06760
chr4,7734360,7737395,Mp4g06770
chr4,7739168,7743757,Mp4g06780
chr4,7740649,7753659,Mp4g06790
chr4,7759323,7762650,Mp4g06800
chr4,7774398,7777428,Mp4g06810
chr4,7777429,7781159,Mp4g06820
chr4,7793255,7793342,Mp4g06825
chr4,7810661,7823290,Mp4g06830
chr4,7832242,7834285,Mp4g06840
chr4,7834952,7838147,Mp4g06850
chr4,7845645,7847568,Mp4g06860
chr4,7853869,7857382,Mp4g06870
chr4,7858141,7859205,Mp4g06880
chr4,7862829,7864064,Mp4g06890
chr4,7874977,7885736,Mp4g06900
chr4,7886974,7889474,Mp4g06910
chr4,7890326,7898654,Mp4g06920
chr4,7904482,7909203,Mp4g06930
chr4,7909849,7914796,Mp4g06940
chr4,7915777,7921556,Mp4g06950
chr4,7922514,7930925,Mp4g06960
chr4,7931624,7934937,Mp4g06970
chr4,7941546,7949026,Mp4g06980
chr4,7951322,7951409,Mp4g06985
chr4,7951912,7954712,Mp4g06990
chr4,7958187,7969550,Mp4g07000
chr4,7975308,7979567,Mp4g07010
chr4,7980527,7982049,Mp4g07020
chr4,7983105,7987143,Mp4g07030
chr4,7995992,7999164,Mp4g07040
chr4,8013619,8014832,Mp4g07070
chr4,8017848,8020890,Mp4g07080
chr4,8056900,8057479,Mp4g07090
chr4,8111172,8118883,Mp4g07110
chr4,8118935,8124750,Mp4g07120
chr4,8146432,8147993,Mp4g07130
chr4,8148743,8152900,Mp4g07140
chr4,8162048,8167568,Mp4g07150
chr4,8167469,8169709,Mp4g07160
chr4,8175862,8177920,Mp4g07170
chr4,8182018,8183926,Mp4g07180
chr4,8184937,8187064,Mp4g07190
chr4,8189399,8192059,Mp4g07200
chr4,8199377,8200864,Mp4g07210
chr4,8207197,8210310,Mp4g07220
chr4,8211812,8214462,Mp4g07230
chr4,8218536,8221788,Mp4g07250
chr4,8223056,8223560,Mp4g07260
chr4,8227514,8230084,Mp4g07270
chr4,8244371,8249381,Mp4g07280
chr4,8254598,8259516,Mp4g07290
chr4,8259722,8260988,Mp4g07300
chr4,8262796,8264626,Mp4g07310
chr4,8272502,8273363,Mp4g07320
chr4,8273388,8280586,Mp4g07330
chr4,8281981,8284103,Mp4g07340
chr4,8288047,8291255,Mp4g07350
chr4,8291447,8292192,Mp4g07360
chr4,8293625,8296899,Mp4g07370
chr4,8312843,8315666,Mp4g07380
chr4,8319789,8320226,Mp4g07390
chr4,8323529,8323600,Mp4g07395a
chr4,8325160,8327406,Mp4g07400
chr4,8352880,8354774,Mp4g07410
chr4,8353114,8353733,Mp4g07420
chr4,8355925,8360347,Mp4g07430
chr4,8361629,8371008,Mp4g07450
chr4,8373670,8373876,Mp4g07460
chr4,8375788,8377080,Mp4g07470
chr4,8383780,8389656,Mp4g07480
chr4,8423680,8430064,Mp4g07500
chr4,8431094,8432593,Mp4g07510
chr4,8437510,8442984,Mp4g07520
chr4,8443457,8448430,Mp4g07530
chr4,8446159,8446246,Mp4g07535
chr4,8450620,8458958,Mp4g07540
chr4,8460478,8464155,Mp4g07550
chr4,8466034,8469793,Mp4g07560
chr4,8470587,8472171,Mp4g07570
chr4,8472934,8473647,Mp4g07580
chr4,8482324,8484984,Mp4g07590
chr4,8494064,8494877,Mp4g07600
chr4,8494861,8500486,Mp4g07610
chr4,8533641,8540201,Mp4g07620
chr4,8545326,8547055,Mp4g07630
chr4,8550070,8553439,Mp4g07640
chr4,8551922,8552063,Mp4g07645
chr4,8562997,8566726,Mp4g07650
chr4,8579590,8580339,Mp4g07660
chr4,8580728,8585289,Mp4g07670
chr4,8598074,8600567,Mp4g07680
chr4,8603557,8604189,Mp4g07690
chr4,8609586,8609945,Mp4g07700
chr4,8609813,8617858,Mp4g07710
chr4,8619002,8620079,Mp4g07720
chr4,8620331,8621747,Mp4g07730
chr4,8622787,8627137,Mp4g07740
chr4,8634046,8635835,Mp4g07760
chr4,8637482,8638609,Mp4g07770
chr4,8639094,8648500,Mp4g07780
chr4,8661906,8668936,Mp4g07790
chr4,8701636,8702989,Mp4g07800
chr4,8710552,8714384,Mp4g07810
chr4,8747244,8748403,Mp4g07830
chr4,8766516,8767989,Mp4g07835
chr4,8782786,8785021,Mp4g07840
chr4,8792334,8794140,Mp4g07850
chr4,8807119,8812843,Mp4g07860
chr4,8816185,8817590,Mp4g07870
chr4,8818166,8820808,Mp4g07880
chr4,8822361,8824983,Mp4g07890
chr4,8834059,8834148,Mp4g07895
chr4,8844275,8851437,Mp4g07910
chr4,8872089,8880500,Mp4g07920
chr4,8885972,8889438,Mp4g07930
chr4,8891246,8892400,Mp4g07940
chr4,8893609,8896880,Mp4g07950
chr4,8899595,8902380,Mp4g07960
chr4,8911085,8913486,Mp4g07970
chr4,8921478,8923193,Mp4g07980
chr4,8943049,8943493,Mp4g08000
chr4,8946904,8947845,Mp4g08010
chr4,8947524,8950717,Mp4g08020
chr4,8953851,8956176,Mp4g08030
chr4,8961998,8963184,Mp4g08040
chr4,8967916,8970227,Mp4g08050
chr4,8987751,8993261,Mp4g08070
chr4,8999048,9004566,Mp4g08080
chr4,9008779,9009138,Mp4g08090
chr4,9009568,9011148,Mp4g08100
chr4,9025987,9027420,Mp4g08110
chr4,9039251,9045188,Mp4g08130
chr4,9045270,9045562,Mp4g08150
chr4,9064977,9066469,Mp4g08170
chr4,9068608,9074006,Mp4g08180
chr4,9075430,9079339,Mp4g08190
chr4,9083216,9083638,Mp4g08200
chr4,9085635,9090160,Mp4g08210
chr4,9090834,9091805,Mp4g08220
chr4,9095675,9097488,Mp4g08230
chr4,9098889,9103218,Mp4g08240
chr4,9103515,9108905,Mp4g08250
chr4,9126658,9132823,Mp4g08260
chr4,9136934,9137005,Mp4g08265a
chr4,9138888,9144037,Mp4g08270
chr4,9152370,9154045,Mp4g08280
chr4,9154548,9165893,Mp4g08290
chr4,9166867,9167863,Mp4g08300
chr4,9179854,9186352,Mp4g08310
chr4,9217157,9219719,Mp4g08320
chr4,9219735,9221217,Mp4g08330
chr4,9229309,9229993,Mp4g08340
chr4,9235251,9238439,Mp4g08350
chr4,9244966,9251996,Mp4g08360
chr4,9251997,9268993,Mp4g08370
chr4,9268994,9270010,Mp4g08380
chr4,9273665,9279117,Mp4g08390
chr4,9280740,9283327,Mp4g08400
chr4,9286289,9289700,Mp4g08410
chr4,9292831,9300218,Mp4g08420
chr4,9302678,9312459,Mp4g08430
chr4,9312964,9313417,Mp4g08440
chr4,9313443,9313524,Mp4g08445a
chr4,9314056,9316133,Mp4g08450
chr4,9379082,9382568,Mp4g08460
chr4,9438942,9441928,Mp4g08470
chr4,9451535,9453676,Mp4g08490
chr4,9454469,9454962,Mp4g08500
chr4,9462999,9463708,Mp4g08510
chr4,9468200,9469976,Mp4g08520
chr4,9473549,9473830,Mp4g08530
chr4,9481400,9482403,Mp4g08540
chr4,9518834,9522121,Mp4g08550
chr4,9539811,9547305,Mp4g08560
chr4,9561201,9563403,Mp4g08570
chr4,9564808,9571775,Mp4g08580
chr4,9582589,9587126,Mp4g08590
chr4,9588228,9594668,Mp4g08600
chr4,9590465,9594278,Mp4g08605
chr4,9596514,9601059,Mp4g08610
chr4,9611882,9612951,Mp4g08620
chr4,9617054,9617687,Mp4g08630
chr4,9620670,9621842,Mp4g08640
chr4,9627221,9627847,Mp4g08650
chr4,9636935,9638041,Mp4g08660
chr4,9638475,9639964,Mp4g08670
chr4,9660933,9661505,Mp4g08680
chr4,9661767,9673417,Mp4g08690
chr4,9677796,9684775,Mp4g08700
chr4,9696081,9700690,Mp4g08710
chr4,9700990,9707827,Mp4g08720
chr4,9713569,9717694,Mp4g08730
chr4,9724839,9725448,Mp4g08740
chr4,9725484,9729439,Mp4g08750
chr4,9731060,9735833,Mp4g08760
chr4,9740194,9745322,Mp4g08770
chr4,9747082,9752112,Mp4g08780
chr4,9884217,9889312,Mp4g08790
chr4,9912892,9915469,Mp4g08800
chr4,9920032,9924369,Mp4g08810
chr4,9924384,9927496,Mp4g08820
chr4,9931480,9934986,Mp4g08830
chr4,9947023,9947451,Mp4g08840
chr4,9948421,9951241,Mp4g08850
chr4,9968275,9971050,Mp4g08860
chr4,9971485,9973447,Mp4g08870
chr4,9977427,9979912,Mp4g08880
chr4,9987110,9990704,Mp4g08890
chr4,9994817,9997396,Mp4g08900
chr4,9997397,9999938,Mp4g08910
chr4,9998829,9999819,Mp4g08920
chr4,10000133,10004772,Mp4g08930
chr4,10010448,10014171,Mp4g08940
chr4,10019018,10019090,Mp4g08945a
chr4,10032783,10035316,Mp4g08950
chr4,10032802,10043748,Mp4g08960
chr4,10048232,10052773,Mp4g08980
chr4,10074650,10077451,Mp4g08990
chr4,10077927,10085655,Mp4g09000
chr4,10088640,10090262,Mp4g09010
chr4,10108288,10110485,Mp4g09020
chr4,10111223,10112742,Mp4g09030
chr4,10113665,10115587,Mp4g09040
chr4,10114464,10114604,Mp4g09045
chr4,10127787,10128984,Mp4g09050
chr4,10131378,10132231,Mp4g09060
chr4,10133760,10139916,Mp4g09070
chr4,10142649,10149143,Mp4g09080
chr4,10157931,10161308,Mp4g09090
chr4,10161860,10164627,Mp4g09100
chr4,10166237,10166997,Mp4g09110
chr4,10171805,10174948,Mp4g09120
chr4,10181513,10183736,Mp4g09130
chr4,10185508,10188936,Mp4g09140
chr4,10209494,10217801,Mp4g09150
chr4,10245866,10248832,Mp4g09170
chr4,10253381,10257279,Mp4g09180
chr4,10258537,10260757,Mp4g09190
chr4,10259935,10260342,Mp4g09195
chr4,10271814,10271885,Mp4g09198a
chr4,10297093,10302317,Mp4g09200
chr4,10303468,10306410,Mp4g09210
chr4,10307650,10315118,Mp4g09220
chr4,10311853,10311926,Mp4g09225a
chr4,10332800,10335224,Mp4g09230
chr4,10340990,10342883,Mp4g09240
chr4,10353477,10354893,Mp4g09250
chr4,10360644,10369549,Mp4g09260
chr4,10374649,10381068,Mp4g09270
chr4,10389486,10393383,Mp4g09280
chr4,10394930,10396891,Mp4g09290
chr4,10401228,10401299,Mp4g09295a
chr4,10402146,10403008,Mp4g09300
chr4,10405477,10407769,Mp4g09310
chr4,10418394,10427446,Mp4g09320
chr4,10437802,10443019,Mp4g09330
chr4,10446707,10448680,Mp4g09340
chr4,10465500,10465570,Mp4g09345a
chr4,10468973,10471404,Mp4g09350
chr4,10472854,10472924,Mp4g09355a
chr4,10482268,10484090,Mp4g09360
chr4,10492929,10493050,Mp4g09365
chr4,10494113,10499295,Mp4g09370
chr4,10506659,10508927,Mp4g09380
chr4,10515042,10516465,Mp4g09390
chr4,10525999,10527556,Mp4g09400
chr4,10540299,10543316,Mp4g09410
chr4,10549948,10551491,Mp4g09420
chr4,10556930,10559096,Mp4g09430
chr4,10560121,10560999,Mp4g09440
chr4,10571423,10575262,Mp4g09450
chr4,10584608,10588276,Mp4g09460
chr4,10616806,10623228,Mp4g09470
chr4,10628415,10630867,Mp4g09490
chr4,10631023,10632946,Mp4g09500
chr4,10634333,10636035,Mp4g09510
chr4,10636727,10637793,Mp4g09520
chr4,10638350,10640612,Mp4g09530
chr4,10641040,10645633,Mp4g09540
chr4,10654975,10656129,Mp4g09550
chr4,10665155,10668078,Mp4g09560
chr4,10690093,10690692,Mp4g09570
chr4,10753423,10756656,Mp4g09580
chr4,10782002,10789537,Mp4g09590
chr4,10789459,10789829,Mp4g09600
chr4,10790720,10792181,Mp4g09610
chr4,10793544,10794736,Mp4g09620
chr4,10795212,10796538,Mp4g09630
chr4,10797011,10799398,Mp4g09640
chr4,10799251,10801044,Mp4g09650
chr4,10807642,10810780,Mp4g09660
chr4,10810934,10815440,Mp4g09670
chr4,10833830,10836931,Mp4g09680
chr4,10846698,10854524,Mp4g09690
chr4,10854868,10855955,Mp4g09700
chr4,10855773,10860646,Mp4g09710
chr4,10862350,10869096,Mp4g09720
chr4,10873676,10875961,Mp4g09730
chr4,10890771,10894101,Mp4g09740
chr4,10897854,10901724,Mp4g09750
chr4,10909645,10913912,Mp4g09760
chr4,10914351,10916585,Mp4g09770
chr4,10919582,10923618,Mp4g09780
chr4,10933373,10938781,Mp4g09790
chr4,10942600,10943307,Mp4g09800
chr4,10953111,10955858,Mp4g09810
chr4,10964789,10965142,Mp4g09830
chr4,10965307,10967412,Mp4g09840
chr4,10968527,10972498,Mp4g09850
chr4,10977257,10981649,Mp4g09860
chr4,10990217,10992148,Mp4g09870
chr4,10991467,10997020,Mp4g09880
chr4,11000028,11001296,Mp4g09890
chr4,11007207,11009717,Mp4g09900
chr4,11012328,11013477,Mp4g09910
chr4,11017719,11020225,Mp4g09920
chr4,11023154,11024783,Mp4g09930
chr4,11032787,11032860,Mp4g09935a
chr4,11034313,11037574,Mp4g09940
chr4,11044250,11045546,Mp4g09950
chr4,11046632,11051268,Mp4g09960
chr4,11052383,11054303,Mp4g09970
chr4,11056335,11058414,Mp4g09980
chr4,11065497,11066372,Mp4g09990
chr4,11087111,11089080,Mp4g10000
chr4,11089106,11090401,Mp4g10010
