pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
Japan	chr5	15160001	15180000	0.0004112793862063	19862	1887	4588122	14201330
Europe	chr5	15180001	15200000	0.0035255785881792	19364	97693	27709778	84175414
Japan	chr5	15180001	15200000	0.0035825394738842	19364	16025	4473084	13845260
Europe	chr5	15200001	15220000	0.0031355570011782	19742	88582	28250802	85818474
Japan	chr5	15200001	15220000	0.001218752206494	19742	5558	4560402	14115530
Japan	chr5	15220001	15240000	0.0011727811686756	19486	5279	4501266	13932490
Europe	chr5	15220001	15240000	0.0036920556413022	19486	102951	27884466	84705642
Japan	chr5	15240001	15260000	0.0023088464170536	19629	10469	4534299	14034735
Europe	chr5	15240001	15260000	0.0047947426152757	19629	134680	28089099	85327263
Europe	chr5	15260001	15280000	0.0038259635939124	19524	106893	27938844	84870828
Japan	chr5	15260001	15280000	0.003038551286861	19524	13704	4510044	13959660
Europe	chr5	15280001	15300000	0.003442212406732	19449	95802	27831519	84544803
Japan	chr5	15280001	15300000	0.0024252573998062	19449	10896	4492719	13906035
Europe	chr5	15300001	15320000	0.0036110443518597	19653	101555	28123443	85431591
Japan	chr5	15300001	15320000	0.0028357808849336	19653	12874	4539843	14051895
Europe	chr5	15320001	15340000	0.0026472422202312	19684	74567	28167804	85566348
Japan	chr5	15320001	15340000	0.0005383764782261	19684	2448	4547004	14074060
Europe	chr5	15340001	15360000	0.0043630655542849	19409	121181	27774279	84370923
Japan	chr5	15340001	15360000	0.000393444465782	19409	1764	4483479	13877435
Japan	chr5	15360001	15380000	0.0005317774645399	19855	2439	4586505	14196325
Europe	chr5	15360001	15380000	0.0015660358000816	19855	44495	28412505	86309685
Japan	chr5	15380001	15400000	0.000633567011152	19487	2852	4501497	13933205
Europe	chr5	15380001	15400000	0.0038730688849636	19487	108004	27885897	84709989
Japan	chr5	15400001	15420000	0.0004289547545314	19639	1946	4536609	14041885
Europe	chr5	15400001	15420000	0.0025851668030736	19639	72652	28103409	85370733
Japan	chr5	15420001	15440000	0.0010866335527198	19756	4959	4563636	14125540
Europe	chr5	15420001	15440000	0.0025972348323905	19756	73426	28270836	85879332
Japan	chr5	15440001	15460000	0.0002535185576487	19176	1123	4429656	13710840
Europe	chr5	15440001	15460000	0.009962990950428	19176	273393	27440856	83358072
Japan	chr5	15460001	15480000	0.0017400527135588	19363	7783	4472853	13844545
Europe	chr5	15460001	15480000	0.0094958931791325	19363	263115	27708294	84171120
Japan	chr5	15480001	15500000	0.001862811966	19479	8382	4499649	13927485
Europe	chr5	15480001	15500000	0.0027072873614911	19479	75464	27874396	84675266
Europe	chr5	15500001	15520000	0.0020974077720764	19657	58998	28129008	85449138
Japan	chr5	15500001	15520000	0.0019353558550791	19657	8788	4540767	14054755
Japan	chr5	15520001	15540000	0.0024430131576525	19758	11150	4564036	14127032
Europe	chr5	15520001	15540000	0.004442816837764	19758	125613	28273279	85888445
Japan	chr5	15540001	15560000	0.0015145510227477	19825	6936	4579575	14174875
Europe	chr5	15540001	15560000	0.003915955737793	19825	111094	28369575	86179275
Japan	chr5	15560001	15580000	0.0008043114421788	19769	3673	4566639	14134835
Europe	chr5	15560001	15580000	0.0012251215020559	19769	34658	28289439	85935843
Japan	chr5	15580001	15600000	0.0011050103722846	19639	5013	4536609	14041885
Europe	chr5	15580001	15600000	0.002543250180076	19639	71474	28103409	85370733
Europe	chr5	15600001	15620000	0.0035215183304296	19097	96235	27327701	83014765
Japan	chr5	15600001	15620000	0.0024543189961842	19097	10827	4411407	13654355
Europe	chr5	15620001	15640000	0.003383621043074	19432	94089	27807192	84470904
Japan	chr5	15620001	15640000	0.001830113758891	19432	8215	4488792	13893880
Europe	chr5	15640001	15660000	0.0028630354749357	19391	79445	27748521	84292677
Japan	chr5	15640001	15660000	0.0013470791666862	19391	6034	4479321	13864565
Europe	chr5	15660001	15680000	0.002857448859532	19268	78786	27572147	83758357
Japan	chr5	15660001	15680000	0.0019510717751315	19268	8684	4450887	13776641
Japan	chr5	15680001	15700000	0.0017016547377807	19515	7671	4507965	13953225
Europe	chr5	15680001	15700000	0.0029688141484099	19515	82907	27925965	84831705
Europe	chr5	15700001	15720000	0.0008008773895004	19876	22779	28442556	86400972
Japan	chr5	15700001	15720000	0.0009859832258705	19876	4527	4591356	14211340
Europe	chr5	15720001	15740000	0.0028393439517879	19067	77471	27284824	82884302
Japan	chr5	15720001	15740000	0.0023187770080306	19067	10213	4404477	13632905
Europe	chr5	15740001	15760000	0.007306366156223	19224	200989	27508750	83567522
Japan	chr5	15740001	15760000	0.0039032116994114	19224	17333	4440702	13745202
Europe	chr5	15760001	15780000	0.0044064649325315	19671	124038	28149095	85509943
Japan	chr5	15760001	15780000	0.0028122793106779	19671	12779	4544001	14064765
Europe	chr5	15780001	15800000	0.0025170510450592	19789	71278	28318059	86022783
Japan	chr5	15780001	15800000	0.0009605668810277	19789	4391	4571259	14149135
Japan	chr5	15800001	15820000	0.0003429456732418	19755	1565	4563405	14124825
Europe	chr5	15800001	15820000	0.0019628994667556	19755	55490	28269405	85874985
Europe	chr5	15820001	15840000	0.0035419131402806	19510	98886	27918810	84809970
Japan	chr5	15820001	15840000	0.0003792039158517	19510	1709	4506810	13949650
Europe	chr5	15840001	15860000	0.00101707724082	19770	28774	28290870	85940190
Japan	chr5	15840001	15860000	0.0001850282578658	19770	845	4566870	14135550
Europe	chr5	15860001	15880000	0.0025397661354338	19776	71874	28299456	85966272
Japan	chr5	15860001	15880000	0.0002090513316241	19776	955	4568256	14139840
Europe	chr5	15880001	15900000	0.0022546225811944	19928	64295	28516968	86627016
Japan	chr5	15880001	15900000	0.0001861680404434	19928	857	4603368	14248520
Europe	chr5	15900001	15920000	0.001963179482848	19807	55644	28343817	86101029
Japan	chr5	15900001	15920000	0.0001628266888023	19807	745	4575417	14162005
Europe	chr5	15920001	15940000	0.0046120235542312	19558	129079	27987498	85018626
Japan	chr5	15920001	15940000	0.0007567678597436	19558	3419	4517898	13983970
Japan	chr5	15940001	15960000	0.0004591964870921	19788	2099	4571028	14148420
Europe	chr5	15940001	15960000	0.0024878668462925	19788	70448	28316628	86018436
Japan	chr5	15960001	15980000	0.000810445505684	19534	3657	4512333	13966831
Europe	chr5	15960001	15980000	0.0050822171981022	19534	142064	27953154	84914298
Europe	chr5	15980001	16000000	0.0025563355781036	19843	72588	28395333	86257521
Japan	chr5	15980001	16000000	0.00045312412394	19843	2077	4583733	14187745
Japan	chr5	16000001	16020000	0.0001030611340305	19826	472	4579806	14175590
Europe	chr5	16000001	16020000	0.0017536565323062	19826	49753	28371006	86183622
Europe	chr5	16020001	16040000	0.0030886826537771	19764	87355	28282284	85914108
Japan	chr5	16020001	16040000	0.0007480039356177	19764	3415	4565484	14131260
Europe	chr5	16040001	16060000	0.0011351590993335	19793	32152	28323783	86040171
Japan	chr5	16040001	16060000	0.00084051753834	19793	3843	4572183	14151995
Europe	chr5	16060001	16080000	0.0014052202077821	19687	39588	28172097	85579389
Japan	chr5	16060001	16080000	0.0003755747139706	19687	1708	4547697	14076205
Europe	chr5	16080001	16100000	0.0050135072090562	19555	140294	27983205	85005585
Japan	chr5	16080001	16100000	0.0018059840100238	19555	8158	4517205	13981825
Japan	chr5	16100001	16120000	0.0020600836364785	19589	9322	4525059	14006135
Europe	chr5	16100001	16120000	0.0017464771066378	19589	48957	28031859	85153383
Europe	chr5	16120001	16140000	0.0024519094923788	19810	69507	28348110	86114070
Japan	chr5	16120001	16140000	0.0016898632244417	19810	7733	4576110	14164150
Japan	chr5	16140001	16160000	0.0037572282936773	19685	17085	4547235	14074775
Europe	chr5	16140001	16160000	0.0032177189815919	19685	90640	28169023	85570907
Japan	chr5	16160001	16180000	0.0039378763628853	19369	17619	4474239	13848835
Europe	chr5	16160001	16180000	0.0041251159620621	19369	114336	27717039	84197043
Japan	chr5	16180001	16200000	0.0021243259072956	19498	9568	4504017	13941091
Europe	chr5	16180001	16200000	0.0035887907812246	19498	100132	27901320	84758124
Europe	chr5	16200001	16220000	0.0048428329538039	19619	135961	28074683	85283899
Japan	chr5	16200001	16220000	0.0041024120205614	19619	18592	4531968	14027606
Europe	chr5	16220001	16240000	0.0029060376781203	19725	82025	28225718	85745332
Japan	chr5	16220001	16240000	0.0031347033586953	19725	14283	4556412	14103438
Europe	chr5	16240001	16260000	0.0020375745301266	19684	57394	28167804	85566348
Japan	chr5	16240001	16260000	0.0022058480705097	19684	10030	4547004	14074060
Japan	chr5	16260001	16280000	0.000592093823964	19843	2714	4583733	14187745
Europe	chr5	16260001	16280000	0.0013735707906647	19843	39003	28395333	86257521
Europe	chr5	16280001	16300000	0.0033008813519871	19791	93484	28320921	86031477
Japan	chr5	16280001	16300000	0.0024190015094971	19791	11059	4571721	14150565
Japan	chr5	16300001	16320000	0.0012245505441044	19546	5529	4515126	13975390
Europe	chr5	16300001	16320000	0.0031580969059852	19546	88333	27970326	84966462
Japan	chr5	16320001	16340000	0.0005030673987828	19792	2300	4571952	14151280
Europe	chr5	16320001	16340000	0.0041834802420363	19792	118486	28322352	86035824
Japan	chr5	16340001	16360000	0.0029580688202601	19723	13477	4556013	14101945
Europe	chr5	16340001	16360000	0.0036987253214138	19723	104391	28223507	85735987
Japan	chr5	16360001	16380000	0.0010081783727865	19739	4597	4559709	14113385
Europe	chr5	16360001	16380000	0.0014843958239228	19739	41929	28246509	85805433
Japan	chr5	16380001	16400000	0.0030312891360727	19755	13833	4563405	14124825
Europe	chr5	16380001	16400000	0.0042080121601427	19755	118958	28269405	85874985
Japan	chr5	16400001	16420000	0.0038778246616426	19775	17714	4568025	14139125
Europe	chr5	16400001	16420000	0.0028741228407282	19775	81332	28298025	85961925
Japan	chr5	16420001	16440000	0.0021261221200077	19626	9639	4533606	14032590
Europe	chr5	16420001	16440000	0.0042003850765428	19626	117967	28084806	85314222
Japan	chr5	16440001	16460000	0.0018063455306676	19472	8125	4498032	13922480
Europe	chr5	16440001	16460000	0.0041244336148678	19472	114925	27864432	84644784
Europe	chr5	16460001	16480000	0.0024209046234304	19840	68732	28391040	86244480
Japan	chr5	16460001	16480000	0.0006113845831587	19840	2802	4583040	14185600
Japan	chr5	16480001	16500000	0.0010490310363888	19775	4792	4568025	14139125
Europe	chr5	16480001	16500000	0.0023548639878578	19775	66638	28298025	85961925
Europe	chr5	16500001	16520000	0.0042627337258038	19550	119254	27975944	84983956
Japan	chr5	16500001	16520000	0.0040210104939538	19550	18159	4516029	13978271
Europe	chr5	16520001	16540000	0.0014826745066264	19892	42205	28465452	86470524
Japan	chr5	16520001	16540000	0.0007897625532855	19892	3629	4595052	14222780
Europe	chr5	16540001	16560000	0.0026071675924095	19759	73718	28275129	85892373
Japan	chr5	16540001	16560000	0.0022437032913271	19759	10241	4564329	14127685
Europe	chr5	16560001	16580000	0.002636834107995	19670	74221	28147770	85505490
Japan	chr5	16560001	16580000	0.0026676086157529	19670	12121	4543770	14064050
Europe	chr5	16580001	16600000	0.0019963050463574	19918	56900	28502658	86583546
Japan	chr5	16580001	16600000	0.0016491859046332	19918	7588	4601058	14241370
Europe	chr5	16600001	16620000	0.0011505378952702	19789	32581	28318059	86022783
Japan	chr5	16600001	16620000	0.0002404151679001	19789	1099	4571259	14149135
Europe	chr5	16620001	16640000	0.0013075658704146	19880	37198	28448280	86418360
Japan	chr5	16620001	16640000	0.000359516405794	19880	1651	4592280	14214200
Europe	chr5	16640001	16660000	0.0011158817829141	19917	31804	28501227	86579199
Japan	chr5	16640001	16660000	0.0003423297594106	19917	1575	4600827	14240655
Europe	chr5	16660001	16680000	0.0006331006256962	19876	18007	28442556	86400972
Japan	chr5	16660001	16680000	0.0006148510374712	19876	2823	4591356	14211340
Europe	chr5	16680001	16700000	0.0023267339816515	19857	66115	28415367	86318379
Japan	chr5	16680001	16700000	0.0025844964657474	19857	11855	4586967	14197755
Japan	chr5	16700001	16720000	0.0005638939879302	19845	2585	4584195	14189175
Europe	chr5	16700001	16720000	0.0006424351970257	19845	18244	28398195	86266215
Japan	chr5	16720001	16740000	0.0025900415277024	19696	11784	4549734	14082682
Europe	chr5	16720001	16740000	0.0051629118743496	19696	145516	28184870	85618618
Europe	chr5	16740001	16760000	0.0050573753325507	19784	143176	28310337	86001615
Japan	chr5	16740001	16760000	0.0015551068422075	19784	7107	4570104	14145560
Europe	chr5	16760001	16780000	0.0020483530947371	19793	58017	28323730	86040224
Japan	chr5	16760001	16780000	0.001653914552414	19793	7562	4572183	14151995
Europe	chr5	16780001	16800000	0.0016333827245134	19815	46315	28355265	86135805
Japan	chr5	16780001	16800000	0.0010346790059129	19815	4736	4577265	14167725
Japan	chr5	16800001	16820000	0.0011209087650253	19793	5125	4572183	14151995
Europe	chr5	16800001	16820000	0.0024281406439053	19793	68774	28323730	86040224
Japan	chr5	16820001	16840000	0.0020434172260311	19878	9383	4591818	14212770
Europe	chr5	16820001	16840000	0.0017779664900688	19878	50575	28445418	86409666
Japan	chr5	16840001	16860000	0.0007032592104218	19895	3232	4595745	14224925
Europe	chr5	16840001	16860000	0.0010454607162796	19895	29764	28469745	86483565
Japan	chr5	16860001	16880000	0.0005320514971459	19739	2426	4559709	14113385
Europe	chr5	16860001	16880000	0.00193790319363	19739	54739	28246509	85805433
Japan	chr5	16880001	16900000	0.0003060210620623	19946	1410	4607526	14261390
Europe	chr5	16880001	16900000	0.0005686913015946	19946	16232	28542726	86705262
Europe	chr5	16900001	16920000	0.0012691509486716	19870	36087	28433970	86374890
Japan	chr5	16900001	16920000	0.0001984762427641	19870	911	4589970	14207050
Japan	chr5	16920001	16940000	0.0002731260542185	19844	1252	4583964	14188460
Europe	chr5	16920001	16940000	0.0009447203209492	19844	26827	28396764	86261868
Japan	chr5	16940001	16960000	0.001266529224062	19780	5787	4569180	14142700
Europe	chr5	16940001	16960000	0.0018607901451253	19780	52670	28305180	85983660
Japan	chr5	16960001	16980000	0.0010620333249839	19806	4859	4575186	14161290
Europe	chr5	16960001	16980000	0.0016425928289876	19806	46555	28342386	86096682
Japan	chr5	16980001	17000000	0.0020027049180685	19826	9172	4579806	14175590
Europe	chr5	16980001	17000000	0.0022057025401214	19826	62578	28371006	86183622
Japan	chr5	17000001	17020000	0.0043332003846237	19602	19621	4528062	14015430
Europe	chr5	17000001	17020000	0.0034893186429514	19602	97877	28050462	85209894
Japan	chr5	17020001	17040000	0.0001914348929274	19832	877	4581192	14179880
Europe	chr5	17020001	17040000	0.0008782719638816	19832	24925	28379592	86209704
Europe	chr5	17040001	17060000	0.0016189710501855	19776	45816	28299456	85966272
Japan	chr5	17040001	17060000	0.0002375085809551	19776	1085	4568256	14139840
Europe	chr5	17060001	17080000	0.0025976208082087	19639	73002	28103409	85370733
Japan	chr5	17060001	17080000	0.0004386536287345	19639	1990	4536609	14041885
Japan	chr5	17080001	17100000	0.001345109202576	19841	6165	4583271	14186315
Europe	chr5	17080001	17100000	0.0033837139430379	19841	96072	28392471	86248827
Europe	chr5	17100001	17120000	0.0037163005900751	19727	104906	28228610	85753996
Japan	chr5	17100001	17120000	0.0034218790906794	19727	15593	4556853	14104889
Europe	chr5	17120001	17140000	0.003558798123666	19484	99225	27881604	84696948
Japan	chr5	17120001	17140000	0.0036356558678303	19484	16363	4500701	13931163
Japan	chr5	17140001	17160000	0.0012250925911151	19534	5528	4512312	13966852
Europe	chr5	17140001	17160000	0.0013273812485862	19534	37104	27952783	84914669
Japan	chr5	17160001	17180000	0.0018948725582931	19716	8630	4554396	14096940
Europe	chr5	17160001	17180000	0.0029122129628566	19716	82164	28213596	85705452
Europe	chr5	17180001	17200000	0.0024629030814593	19763	69653	28280853	85909761
Japan	chr5	17180001	17200000	0.0009357641296112	19763	4272	4565253	14130545
Japan	chr5	17200001	17220000	0.0004000759230043	19888	1838	4594128	14219920
Europe	chr5	17200001	17220000	0.0021460540220504	19888	61076	28459675	86453189
Europe	chr5	17220001	17240000	0.0050010057093234	19487	139457	27885791	84710095
Japan	chr5	17220001	17240000	0.0003023438647187	19487	1361	4501497	13933205
Europe	chr5	17240001	17260000	0.0027578503697813	19695	77726	28183545	85614165
Japan	chr5	17240001	17260000	0.0003637726410003	19695	1655	4549545	14081925
Europe	chr5	17260001	17280000	0.002879425107982	19592	80728	28036152	85166424
Japan	chr5	17260001	17280000	0.0007340216609306	19592	3322	4525752	14008280
Europe	chr5	17280001	17300000	0.0036109004371828	19835	102491	28383779	86222851
Japan	chr5	17280001	17300000	0.000933895110855	19835	4279	4581885	14182025
Europe	chr5	17300001	17320000	0.0041765665036105	19800	118338	28333800	86070600
Japan	chr5	17300001	17320000	0.0023385368839914	19800	10696	4573800	14157000
Japan	chr5	17320001	17340000	0.0010250270420563	19026	4505	4395006	13603590
Europe	chr5	17320001	17340000	0.0030465986681897	19026	82947	27226100	82706128
Europe	chr5	17340001	17360000	0.0077296172968704	18917	209234	27069128	82233298
Japan	chr5	17340001	17360000	0.0036560389409914	18917	15975	4369483	13525999
Europe	chr5	17360001	17380000	0.0037572584206895	19715	106000	28212060	85701210
Japan	chr5	17360001	17380000	0.0013251832914039	19715	6035	4554087	14096303
Japan	chr5	17380001	17400000	0.0007077126783593	19623	3208	4532913	14030445
Europe	chr5	17380001	17400000	0.0019392808101475	19623	54456	28080513	85301181
Japan	chr5	17400001	17420000	0.001439243521515	19479	6476	4499586	13927548
Europe	chr5	17400001	17420000	0.002722575380521	19479	75890	27874343	84675319
Japan	chr5	17420001	17440000	0.0017462990252394	19274	7775	4452273	13780931
Europe	chr5	17420001	17440000	0.0049512670438083	19274	136559	27580617	83784555
Europe	chr5	17440001	17460000	0.0023274641732991	19643	65423	28109133	85388121
Japan	chr5	17440001	17460000	0.0008940981806633	19643	4057	4537533	14044745
Japan	chr5	17460001	17480000	0.0004922701347666	19804	2252	4574724	14159860
Europe	chr5	17460001	17480000	0.0016387713498645	19804	46442	28339524	86087988
Europe	chr5	17480001	17500000	0.0043991954155726	19752	124339	28264032	85863024
Japan	chr5	17480001	17500000	0.0002182912267966	19752	996	4562712	14122680
Japan	chr5	17500001	17520000	0.0002724777750055	19780	1245	4569180	14142700
Europe	chr5	17500001	17520000	0.0017283762194764	19780	48922	28305180	85983660
Japan	chr5	17520001	17540000	0.0005650064052379	19691	2570	4548621	14079065
Europe	chr5	17520001	17540000	0.0017940705919027	19691	50553	28177821	85596777
Japan	chr5	17540001	17560000	0.0004003539834568	19885	1839	4593435	14217775
Europe	chr5	17540001	17560000	0.0013096267901017	19885	37266	28455435	86440095
Japan	chr5	17560001	17580000	0.0011349064549691	19793	5189	4572183	14151995
Europe	chr5	17560001	17580000	0.0022774147083389	19793	64505	28323783	86040171
Japan	chr5	17580001	17600000	0.0006293486850858	19879	2890	4592049	14213485
Europe	chr5	17580001	17600000	0.0034093758503797	19879	96986	28446849	86414013
Europe	chr5	17600001	17620000	0.0017133663469775	19866	48708	28428246	86357502
Japan	chr5	17600001	17620000	0.0004203488045227	19866	1929	4589046	14204190
Europe	chr5	17620001	17640000	0.0015188948676653	19621	42647	28077651	85292487
Japan	chr5	17620001	17640000	0.000541208277817	19621	2453	4532451	14029015
Japan	chr5	17640001	17660000	0.0003792401335448	19862	1740	4588122	14201330
Europe	chr5	17640001	17660000	0.0019116530193907	19862	54334	28422522	86340114
Europe	chr5	17660001	17680000	0.0047436684369245	19796	134379	28328076	86053212
Japan	chr5	17660001	17680000	0.0004994668563066	19796	2284	4572876	14154140
Europe	chr5	17680001	17700000	0.0031660846934461	19766	89553	28285093	85922855
Japan	chr5	17680001	17700000	0.0003355274022075	19766	1532	4565946	14132690
Japan	chr5	17700001	17720000	0.000309308476498	19762	1412	4565022	14129830
Europe	chr5	17700001	17720000	0.0010493849556048	19762	29676	28279422	85905414
Europe	chr5	17720001	17740000	0.0014555454319649	19739	41114	28246456	85805486
Japan	chr5	17720001	17740000	0.0003118620069833	19739	1422	4559709	14113385
Europe	chr5	17740001	17760000	0.0011851933596614	19833	33637	28381023	86214051
Japan	chr5	17740001	17760000	0.0006126917335509	19833	2807	4581423	14180595
Europe	chr5	17760001	17780000	0.0005049568698611	19913	14389	28495503	86561811
Japan	chr5	17760001	17780000	8.652356364905955e-05	19913	398	4599903	14237795
Europe	chr5	17780001	17800000	0.0027478505782831	19727	77570	28229337	85753269
Japan	chr5	17780001	17800000	0.0002385374210791	19727	1087	4556937	14104805
Japan	chr5	17800001	17820000	0.0003427689770223	19601	1552	4527831	14014715
Europe	chr5	17800001	17820000	0.0052225690078206	19601	146488	28049031	85205547
Japan	chr5	17820001	17840000	0.00015830055897	19717	721	4554627	14097655
Europe	chr5	17820001	17840000	0.0030010249502862	19717	84674	28215027	85709799
Europe	chr5	17840001	17860000	0.0016578722415619	19924	47268	28511244	86609628
Japan	chr5	17840001	17860000	5.41016903193173e-05	19924	249	4602444	14245660
Europe	chr5	17860001	17880000	0.0020243451045946	19765	57256	28283715	85918455
Japan	chr5	17860001	17880000	0.000113016252657	19765	516	4565715	14131975
Europe	chr5	17880001	17900000	0.0022724184183876	19664	63944	28139184	85479408
Japan	chr5	17880001	17900000	0.0001041303421287	19664	473	4542384	14059760
Europe	chr5	17900001	17920000	0.0026497433718269	19739	74846	28246509	85805433
Japan	chr5	17900001	17920000	0.0003149323783601	19739	1436	4559709	14113385
Japan	chr5	17920001	17940000	8.71232489802126e-05	19925	401	4602675	14246375
Europe	chr5	17920001	17940000	0.0021241430346328	19925	60565	28512675	86613975
Japan	chr5	17940001	17960000	7.403357335453307e-05	19881	340	4592511	14214915
Europe	chr5	17940001	17960000	0.001310487828857	19881	37283	28449711	86422707
Japan	chr5	17960001	17980000	0.0001270337723664	19765	580	4565715	14131975
Europe	chr5	17960001	17980000	0.0010517713108055	19765	29748	28283715	85918455
Japan	chr5	17980001	18000000	0.0011282467532467	19200	5004	4435200	13728000
Europe	chr5	17980001	18000000	0.0066433886651182	19200	182511	27472576	83465024
Japan	chr5	18000001	18020000	0.0001937570551043	19639	879	4536609	14041885
Europe	chr5	18000001	18020000	0.0015784265643081	19639	44359	28103303	85370839
Europe	chr5	18020001	18040000	0.0047142182007841	19665	132660	28140403	85483967
Japan	chr5	18020001	18040000	0.0009635419246403	19665	4377	4542615	14060475
Europe	chr5	18040001	18060000	0.0028825532451416	19532	80567	27949874	84906022
Japan	chr5	18040001	18060000	0.0005232838020058	19532	2361	4511892	13965380
Europe	chr5	18060001	18080000	0.0052728198961197	19172	144658	27434656	83341160
Japan	chr5	18060001	18080000	0.0011721187915638	19172	5191	4428732	13707980
Europe	chr5	18080001	18100000	0.0027772313432928	19698	78284	28187785	85627259
Japan	chr5	18080001	18100000	0.0005454659734282	19698	2482	4550238	14084070
Japan	chr5	18100001	18120000	0.0005835043432874	19549	2635	4515819	13977535
Europe	chr5	18100001	18120000	0.0043840071390968	19549	122640	27974407	84979715
Japan	chr5	18120001	18140000	0.0007620336319493	19349	3406	4469619	13834535
Europe	chr5	18120001	18140000	0.0052535943992094	19349	145459	27687520	84111002
Europe	chr5	18140001	18160000	0.0088233777165019	19416	245149	27784031	84401617
Japan	chr5	18140001	18160000	0.0041780599567991	19416	18739	4485096	13882440
Japan	chr5	18160001	18180000	0.000433427931397	19696	1972	4549776	14082640
Europe	chr5	18160001	18180000	0.0022028047850741	19696	62086	28184976	85618512
Europe	chr5	18180001	18200000	0.0014370239811849	19847	40813	28401057	86274909
Japan	chr5	18180001	18200000	0.0001361061470901	19847	624	4584657	14190605
Europe	chr5	18200001	18220000	0.0024358745138876	19402	67630	27764156	84340600
Japan	chr5	18200001	18220000	0.0004277240129214	19402	1917	4481862	13872430
Japan	chr5	18220001	18240000	0.0007437001791881	19663	3378	4542153	14059045
Europe	chr5	18220001	18240000	0.0017737379384913	19663	49909	28137753	85475061
Europe	chr5	18240001	18260000	0.0011946221990502	19766	33790	28285093	85922855
Japan	chr5	18240001	18260000	0.0003955368723151	19766	1806	4565946	14132690
Europe	chr5	18260001	18280000	0.0016020340368549	19505	44715	27911392	84788498
Japan	chr5	18260001	18280000	0.0005621824129898	19505	2533	4505655	13946075
Japan	chr5	18280001	18300000	0.0003257387777488	19669	1480	4543518	14063356
Europe	chr5	18280001	18300000	0.0011887981250955	19669	33460	28146074	85501408
Europe	chr5	18300001	18320000	0.0008978699279406	19712	25327	28207872	85688064
Japan	chr5	18300001	18320000	0.0002310324956428	19712	1052	4553472	14094080
Europe	chr5	18320001	18340000	0.0043654972274489	19674	122904	28153494	85522878
Japan	chr5	18320001	18340000	0.000329615151207	19674	1498	4544694	14066910
Europe	chr5	18340001	18360000	0.0024691405379304	19676	69522	28156356	85531572
Japan	chr5	18340001	18360000	0.0003282615602192	19676	1492	4545156	14068340
Japan	chr5	18360001	18380000	6.053176169279148e-05	19810	277	4576110	14164150
Europe	chr5	18360001	18380000	0.0016140053075848	19810	45754	28348110	86114070
Europe	chr5	18380001	18400000	0.005944870690216	19709	167666	28203473	85675129
Japan	chr5	18380001	18400000	0.0009752285362412	19709	4440	4552779	14091935
Japan	chr5	18400001	18420000	0.0007685566999045	19810	3517	4576110	14164150
Europe	chr5	18400001	18420000	0.0023336652778615	19810	66155	28348110	86114070
Japan	chr5	18420001	18440000	0.0007110526604197	19750	3244	4562250	14121250
Europe	chr5	18420001	18440000	0.0038665076179321	19750	109276	28262197	85853303
Japan	chr5	18440001	18460000	0.0007323511804751	19749	3341	4562019	14120535
Europe	chr5	18440001	18460000	0.0016734476095685	19749	47293	28260819	85848903
Japan	chr5	18460001	18480000	0.001438102476866	19735	6556	4558785	14110525
Europe	chr5	18460001	18480000	0.0021010747399549	19735	59336	28240785	85788045
Europe	chr5	18480001	18500000	0.0083460198141335	19138	228565	27386108	83193256
Japan	chr5	18480001	18500000	0.0032710696834429	19138	14461	4420878	13683670
Europe	chr5	18500001	18520000	0.0060028986268853	19468	167233	27858708	84627396
Japan	chr5	18500001	18520000	0.0046712242623481	19468	21007	4497108	13919620
Europe	chr5	18520001	18540000	0.0033509388716051	19275	92427	27582419	83788531
Japan	chr5	18520001	18540000	0.0019346325961111	19275	8614	4452525	13781625
Europe	chr5	18540001	18560000	0.005084917370911	19215	139818	27496612	83527658
Japan	chr5	18540001	18560000	0.0011787327946578	19215	5232	4438665	13738725
Europe	chr5	18560001	18580000	0.0059500640964588	19539	166365	27960203	84936139
Japan	chr5	18560001	18580000	0.003889010007338	19539	17553	4513488	13970406
Europe	chr5	18580001	18600000	0.0061850515330078	19351	171272	27691281	84118797
Japan	chr5	18580001	18600000	0.0044809241934112	19351	20030	4470060	13835986
Japan	chr5	18600001	18620000	0.0013351972739758	19797	6106	4573107	14154855
Europe	chr5	18600001	18620000	0.0038243164626902	19797	108341	28329507	86057559
Europe	chr5	18620001	18640000	0.0063890979655073	19720	180296	28219320	85722840
Japan	chr5	18620001	18640000	0.0015338110165696	19720	6987	4555320	14099800
Europe	chr5	18640001	18660000	0.0031854484065169	19614	89408	28067634	85262058
Japan	chr5	18640001	18660000	0.0011163507645612	19614	5058	4530834	14024010
Europe	chr5	18660001	18680000	0.0062309841107866	19542	174246	27964443	84949233
Japan	chr5	18660001	18680000	0.00031899325728	19542	1440	4514202	13972530
Europe	chr5	18680001	18700000	0.00343457142844	19752	97078	28264953	85862103
Japan	chr5	18680001	18700000	0.0023010437651992	19752	10499	4562712	14122680
Japan	chr5	18700001	18720000	0.0011546622917456	19893	5306	4595283	14223495
Europe	chr5	18700001	18720000	0.0013258915631894	19893	37744	28466883	86474871
Europe	chr5	18720001	18740000	0.0028111963651829	19674	79145	28153494	85522878
Japan	chr5	18720001	18740000	0.0014095558468843	19674	6406	4544694	14066910
Japan	chr5	18740001	18760000	0.0024169329361133	19473	10872	4498263	13923195
Europe	chr5	18740001	18760000	0.0033960189928443	19473	94633	27865863	84649131
